Tweet,message,match,polarity,positives,negatives
227,RT @yo_its_wolfnick: Extremely blessed to announce that I will be continuing my education and baseball career at the University Of Mary Har ,NA,neutral,0,0
228,Free Education University - Is a 17 course curriculum that teaches you how to find the right financial opportunitie  ,"free, right",positive,2,0
229,"Bruce Fleming still not teaching at Naval Academy, criticizes Ted Carter as he seeks University of Nebraska preside  ",NA,neutral,0,0
230,RT @EducateIN: Join us in celebrating Dr. McCormick being selected as one of Purdue University s Distinguished Education Alumni.  ,distinguished,positive,1,0
231,"RT @ReadySetWorkng: To kickstart this year's edition, a Sensitization Programme for Lagos State University (LASU) final year students with ",NA,neutral,0,0
232,"#KCHScollegevisit - Oglethorpe University @OglethorpeUniv on Thursday, 11/7.  A small, private university in Atlant  ",NA,neutral,0,0
233,"RT @RWPUSA: Paula White is to religion what Trump University was to higher education:  a fraud.;;Paula White, Newest White House Aide, Is a ",trump,positive,1,0
234,RT @DigiHealthCA: NEW! Resource Guide to Digital Health in Canada. Presenting the new Resource Guide to Digital Health in Canada   a compre ,NA,neutral,0,0
235,"RT @RobertGehrke: From what I gather, here s what the @sltrib going non-profit means:;1. You can make tax-deductible donation here: ",NA,neutral,0,0
236,RT @JohnWSowell: Landowners started building 10-room duplexes for #BoiseState students. Then the neighbors cried foul.,NA,neutral,0,0
237,RT @iowasafeschools:  Take notice every other college and university in #Iowa. Recruiting #LGBTQ youth is a top priority.;;,top,positive,1,0
238,RT @NicolasJSimard: Great discussion today with @AliceAlbright and international partners on quality education in the #DRC through the @GPf ,great,positive,1,0
239,RT @CourtneyLTanner: How the University of Utah s police department treated female victims and officers for years before Lauren McCluskey s ,NA,neutral,0,0
240,RT @NicolasJSimard: Great discussion today with @AliceAlbright and international partners on quality education in the #DRC through the @GPf ,great,positive,1,0
241,RT @hannytalker: admin officer;;Location: Abuja;;0-2 years. He/she must be very conversant with the use of social media;;Education: A unive ,NA,neutral,0,0
242,"With construction nearing completion at Emporia State University s Breidenthal University House, which will serve a  ",NA,neutral,0,0
243,"RT @RWPUSA: Paula White is to religion what Trump University was to higher education:  a fraud.;;Paula White, Newest White House Aide, Is a ",trump,positive,1,0
244,"RT @RWPUSA: Paula White is to religion what Trump University was to higher education:  a fraud.;;Paula White, Newest White House Aide, Is a ",trump,positive,1,0
245,THIS WEEK IN ADULT EDUCATION;Mon   Early Registration begins;Tues   Sit and Stretch Sabrina ;Wed -Improv fun and ga  ,fun,positive,1,0
246,RT @wearenorth99: Canada's public services like healthcare and education are radically underfunded compared to other developed countries. h ,"like, radically",neutral,1,1
247,"Compelling practice, so good to see students engaged and in action @HarperAdamsUni;#education #highereducation  ",good,positive,1,0
248,"RT @CourtneyLTanner: THREAD: For months, I ve been reporting for this article  requesting records, interviewing former staff + talking to s ",NA,neutral,0,0
249,RT @tgradous: University faces legal threats from students of color who demand university stop using the SAT and ACT because their scores ' ,threats,negative,0,1
250,RT @tgradous: University faces legal threats from students of color who demand university stop using the SAT and ACT because their scores ' ,threats,negative,0,1
251,RT @hannytalker: admin officer;;Location: Abuja;;0-2 years. He/she must be very conversant with the use of social media;;Education: A unive ,NA,neutral,0,0
252,"RT @RWPUSA: Paula White is to religion what Trump University was to higher education:  a fraud.;;Paula White, Newest White House Aide, Is a ",trump,positive,1,0
253,University faces legal threats from students of color who demand university stop using the SAT and ACT because thei  ,threats,negative,0,1
254,"RT @RWPUSA: Paula White is to religion what Trump University was to higher education:  a fraud.;;Paula White, Newest White House Aide, Is a ",trump,positive,1,0
255,NEW! Resource Guide to Digital Health in Canada. Presenting the new Resource Guide to Digital Health in Canada   a  ,NA,neutral,0,0
256,"RT @RWPUSA: Paula White is to religion what Trump University was to higher education:  a fraud.;;Paula White, Newest White House Aide, Is a ",trump,positive,1,0
257,RT @PTIofficial: A great many students have had to quit education or leave their desired field of study just b/c they can t afford universi ,"great, afford",positive,2,0
258,Get to Know Norwin School Board Candidate: ;Robert E. Wayman;Graduate of the University of Pittsburgh with a Bachel  ,NA,neutral,0,0
259,RT @hannytalker: admin officer;;Location: Abuja;;0-2 years. He/she must be very conversant with the use of social media;;Education: A unive ,NA,neutral,0,0
260,Vital to have this investment and support from @britishpoultry interested in finding out more  open day 17 Nov  ,support,positive,1,0
261,RT @wearenorth99: Canada's public services like healthcare and education are radically underfunded compared to other developed countries. h ,"like, radically",neutral,1,1
262,"To kickstart this year's edition, a Sensitization Programme for Lagos State University (LASU) final year students w  ",NA,neutral,0,0
263,"RT @Parliament_Ug: Parliament has learnt that due to tuition fees increment at Makerere University, about 1000 students have discontinued s ",discontinued,negative,0,1
264,Going to University Next Year | Education Fundraising Page with #GoGetFunding #allyonaroll #Monsterfunder ;;Please  ,NA,neutral,0,0
265,Want a lesson on how to teach a 200 PERSON CLASS from one of the best professors at Stony Brook University? Come to  ,best,positive,1,0
266,"As advances in imaging technology have opened up new possibilities for physicians in capturing the human body, radi  ",NA,neutral,0,0
267,"RT @AmplifyCapital: Education &amp; opportunity ;;University, way overrated, many r damaging.;;You can learn so much on line, study anything. ",NA,neutral,0,0
268,"RT @SkyeCitySeries: Some who benefited from free university, oppose Labour's plan to scrap tuition fees. I think everyone who kicks the lad ","free, oppose, scrap",negative,1,2
269,RT @iamkingmonye: At every university ;All faculty girls are always dying to date an engineering boy.;Every guy wants to have a law female ,dying,negative,0,1
270,'Toxic' lab lasted for years. UW-Madison had little idea until a student died by suicide  via @WiStateJournal,"died, suicide",negative,0,2
271,"Indigenous UA students said Robbins remarked he didn't want to ""pull an Elizabeth Warren,"" but he took a DNA test t  ",NA,neutral,0,0
272,[4/12] Make sure your #university is prepared to inform #students and #employees of the next safety or weather emer  ,NA,neutral,0,0
273,RT @michele_paule: @bevclack Education &amp; social security provision in the 1970s enabled me and my siblings to stay on at school to 18 then ,NA,neutral,0,0
274,"Click the link in our bio to see currently open #Education jobs like ""POST-DOCTORAL FELLOW POSITION"" at Fayettevill  ",like,positive,1,0
275,RT @hannytalker: admin officer;;Location: Abuja;;0-2 years. He/she must be very conversant with the use of social media;;Education: A unive ,NA,neutral,0,0
276,RT @wearenorth99: Canada's public services like healthcare and education are radically underfunded compared to other developed countries. h ,"like, radically",neutral,1,1
277,RT @DaystarUni: Daystar University Vice-Chancellor Prof Laban Ayiro gives a vision overview: First eight months in office and State of the ,NA,neutral,0,0
278,Canada's public services like healthcare and education are radically underfunded compared to other developed countr  ,"like, radically",neutral,1,1
279,Please RT &gt;&gt; Free Education University - How to graduate DEBT FREE! Get 75% off for a limited time!  Link in Bio ,"free, debt, limited",negative,1,2
280,"RT @RWPUSA: Paula White is to religion what Trump University was to higher education:  a fraud.;;Paula White, Newest White House Aide, Is a ",trump,positive,1,0
281,"RT @iAdnanAamir: A student at Bolan Medical University suspended for 8 months because he entered office of registrar without permission, af ",NA,neutral,0,0
282,"RT @Parliament_Ug: Parliament has learnt that due to tuition fees increment at Makerere University, about 1000 students have discontinued s ",discontinued,negative,0,1
283,RT @iamkingmonye: At every university ;All faculty girls are always dying to date an engineering boy.;Every guy wants to have a law female ,dying,negative,0,1
284,@Drewsinden Degrees are not the be all and end all but one of the common side effects of some university education  ,NA,neutral,0,0
285,RT @PSRC1955: We have an awesome @WiscPlasticSurg team running the University service comprised of residents of all levels and sub-specialt ,awesome,positive,1,0
286,"!!!! UNIVERSITY EDUCATION WILL NEVER BE FREE !!!!! ;;whether you vote Tory, labour, Lib Dem or whoever else, we wil  ",free,positive,1,0
287,"Conservatives across Canada are undermining public education in favour of private, for-profit education;;Right-wing  ","undermining, favour",neutral,1,1
288,"RT @Caseykins421: Are you fricking kidding me with this? Scheer violated repeatedly violated provision in Section 91, which criminalizes an ",NA,neutral,0,0
289,RT @DavidStaats: Neighbors complain single-family #homes are being replaced by large duplexes housing up to 10 #BoiseState students each. @ ,complain,negative,0,1
290,RT @UofExeterOnline: Are you looking to advance your career in the field of education? The online MA in Education from the University of Ex ,NA,neutral,0,0
291,RT @DavidStaats: Neighbors complain single-family #homes are being replaced by large duplexes housing up to 10 #BoiseState students each. @ ,complain,negative,0,1
292,"RT @schaheid: Oh look, Imran Khan is equipping the next generation of poor people with almost free University education. ","poor, free",neutral,1,1
